ID,feature1,feature2,feature3,feature4,Target,feature5_Yes
-1.7303196219213355,-0.3597381847362335,-1.1931281232572994,-0.9780321966783978,-0.6181735127849304,-0.10197426052296833,1.0
-1.7268555185741457,-0.5130389687017202,-1.4166363067904213,-1.625264013922011,0.19783094290380207,-0.9354740485776366,1.0
-1.7233914152269558,-0.32328892974108286,0.472835021157505,-4.104867744517655e-18,1.184233310293942,-0.12530271624112008,0.0
-1.719927311879766,-0.11195812087658814,0.7216755446558846,-0.5528379211746761,-0.5036534777347011,-0.12677573658221894,1.0
-1.7164632085325762,-0.5361891560072031,-1.6759079130200232,1.0931275125006932,-1.8849528655353345,-2.2862409262163936,0.0
-1.7129991051853863,-0.5361851923173607,1.5378275410121938,0.27484950713355877,0.6052702963798217,1.616361179998327,1.0
-1.7095350018381965,-0.09839405170431445,-1.603488552936066,0.06408034198685256,-0.6467662442234748,-1.7168157295140616,1.0
-1.7060708984910065,-0.2943789961137727,0.13486640340157252,-0.7138826192254243,-1.1997290913049263,0.1522614308366732,0.0
-1.7026067951438166,-0.5930019427477249,0.7308581680367128,1.5516020714933918,-0.6357759063850528,-0.11407133206343187,1.0
-1.6991426917966268,-0.3486697604134717,1.3060476536381251,-0.34642223808876516,-0.19702024423987688,0.5273041781383653,1.0
-1.695678588449437,-0.5915396950166399,0.7487147837322455,-1.4464735995420155,-0.6162226152071606,-0.0062240972094147135,1.0
-1.6922144851022471,-0.5920978883292022,1.060064935533179,0.4346378679281213,-2.21317000021753,0.23293846560248183,0.0
-1.6887503817550573,-0.4212421033101577,4.930162708283267e-18,-1.3515415295699738,0.8819538453764652,-0.016376807859795308,0.0
-1.6852862784078675,-0.9415752976045642,1.1065928786937234,-0.5302546150578129,1.2588483876962464,0.09821570499400242,0.0
-1.6818221750606774,-0.8960995727807939,-1.5035069525636087,0.04542522622352369,0.6370038598403217,-1.0570594828455684,1.0
-1.6783580717134876,-0.6154095182133115,1.3907673626648323,1.347398390998861,-1.1478738972742533,0.862360356386627,0.0
-1.6748939683662978,-0.7241827927556468,0.15723344507384998,-0.0037890691603928908,-0.21394536217527751,-0.0930316336719086,0.0
-1.671429865019108,-0.4037905560146772,1.1153771299268862,0.7370228793698339,-0.01944697379565757,0.15238523096380274,1.0
-1.6679657616719181,-0.6988795686397058,-0.18123316080846277,1.7683421168305875,0.5844038595105546,-0.14797577140781662,1.0
-1.6645016583247283,-0.8206261593561717,0.49822672659740863,-1.2888912871326612,0.6537816562474236,-0.3502672267286042,1.0
-1.6610375549775385,-0.12581145029040972,0.08195578179509416,-0.7804605729937354,-0.7453385293432958,0.029429802767477913,1.0
-1.6575734516303484,-0.5341667062069306,0.8108937245347833,-0.3550792069276623,0.0688556859242293,0.10468864652636005,0.0
-1.6541093482831586,-0.46335515301533764,-1.4981243473797536,-0.25834942847935316,0.44323234015606866,-1.0680092298586141,1.0
-1.6506452449359688,-0.8236305908849951,-1.5737152851288658,-0.2967086225404136,1.4393577739087215,-1.8390470219423418,1.0
-1.647181141588779,-0.6110868194168402,-0.9102712490144683,1.4659088807836298,0.6898601850635033,-0.08080358067423886,0.0
-1.643717038241589,-0.4528785877086779,-1.2213279701519102,0.778813586493295,0.7742057202124855,-0.5727916975787863,0.0
-1.6402529348943993,-0.7575389056231946,1.3089410079706425,0.40212035112247485,0.070682326224336,0.6785966487953181,0.0
-1.6367888315472092,-0.38895471672170107,-1.0093493771069613,-0.6575036449437875,1.39410437641419,-0.21965353037975713,1.0
-1.6333247282000194,-0.6246685142614027,1.6786971030687334,1.168392397066082,0.39582972470042144,2.9034149589588742,1.0
-1.6298606248528296,-0.5500809417044797,4.930162708283267e-18,1.6343281949200132,-0.8719455070205849,0.1330401082193442,1.0
-1.6263965215056397,-0.62492633927318,-1.1411352724533539,1.1591918806545944,1.3870323572271637,-0.2873668273516496,0.0
-1.62293241815845,-0.03246876736429497,1.0173291858195948,-1.7500491355672743,0.6832728977662322,-0.07388491198621047,0.0
-1.61946831481126,-0.4829168590390759,0.5519771936911915,0.5032658249754285,-0.4549132893525297,0.051839834811474354,0.0
-1.6160042114640703,-0.7350179790530338,-0.01825098583271863,-1.5741022792937227,-0.4912740287229354,-0.11781087854702312,1.0
-1.6125401081168802,-0.2810739237997249,0.184840983573276,-0.8412423134076153,0.2829163884272612,0.015623540629904101,0.0
-1.6090760047696904,-5.3607507130525615e-17,0.7668855642964411,-1.5443248723600587,0.44912244211007624,-0.054801322412359584,1.0
-1.6056119014225005,-0.42923300919309404,-0.9765210753154424,0.38753298934959,0.1838733756809091,-0.3034608633471559,1.0
-1.6021477980753107,-0.9527750553379981,1.7514131776978354,0.6814071847603838,0.2976138623768438,3.3463774656067833,0.0
-1.5986836947281209,-0.8003179079832792,1.6748884295853261,-1.3492370730875636,1.6829020164948103,2.715733929986418,0.0
-1.595219591380931,-5.3607507130525615e-17,0.5221993472962589,-0.3931902568902215,1.0560085643363588,-0.07708980620889008,1.0
-1.5917554880337412,-0.3013726821933918,-1.079233624264699,-0.13621903049987458,5.191576271189692e-18,-0.18566255258665068,1.0
-1.5882913846865512,-5.3607507130525615e-17,0.6284298711600261,-0.44567182461589555,0.9260911573011216,0.10234606483472357,1.0
-1.5848272813393613,-0.5075788568085259,-1.531630544752469,-1.3260330796262603,-1.0429666231522952,-1.1263770296345896,1.0
-1.5813631779921715,-0.5523527543275691,-1.679224731298933,-0.26857320195008544,0.38402262133933157,-2.5111391384843706,0.0
-1.5778990746449817,-0.8366130256106339,4.930162708283267e-18,0.9106590680459239,1.7919863657804942,-0.07094722099096912,1.0
-1.5744349712977919,-0.653447915066266,4.930162708283267e-18,-1.5035667487029996,-0.2304596618608835,0.07168802556766893,1.0
-1.570970867950602,-0.5908687889476422,1.2964677642846216,-1.471010019352388,-0.8585240842677049,0.26318394940917567,0.0
-1.5675067646034122,-0.2244406854314066,0.7951898185147114,-0.4963640069578878,-0.6634522656547887,0.04809423774512139,0.0
-1.5640426612562222,-0.3966996213535892,0.8503874946147328,1.586997086583872,-1.099937552157645,0.10352864687161985,0.0
