ID,feature1,feature2,feature3,feature4,feature5_Yes,Target
1,-0.3597381847362335,-1.1931281232572994,-0.9780321966783978,-0.6181735127849304,1.0,-43922.58013571684
2,-0.5130389687017202,-1.4166363067904213,-1.625264013922011,0.19783094290380207,1.0,-398859.2895030544
3,-0.32328892974108286,0.472835021157505,-4.104867744517655e-18,1.184233310293942,0.0,-53856.74619777149
4,-0.11195812087658814,0.7216755446558846,-0.5528379211746761,-0.5036534777347011,1.0,-54484.015694649264
5,-0.5361891560072031,-1.6759079130200232,1.0931275125006932,-1.8849528655353345,0.0,-974068.4947632815
6,-0.5361851923173607,1.5378275410121938,0.27484950713355877,0.6052702963798217,1.0,687811.6513406568
7,-0.09839405170431445,-1.603488552936066,0.06408034198685256,-0.6467662442234748,1.0,-731585.0431236771
8,-0.2943789961137727,0.13486640340157252,-0.7138826192254243,-1.1997290913049263,0.0,64340.89033921823
9,-0.5930019427477249,0.7308581680367128,1.5516020714933918,-0.6357759063850528,1.0,-49073.98488361076
10,-0.3486697604134717,1.3060476536381251,-0.34642223808876516,-0.19702024423987688,1.0,224048.7157125554
11,-0.5915396950166399,0.7487147837322455,-1.4464735995420155,-0.6162226152071606,1.0,-3148.4271305707407
12,-0.5920978883292022,1.060064935533179,0.4346378679281213,-2.21317000021753,0.0,98696.31748110522
13,-0.4212421033101577,4.930162708283267e-18,-1.3515415295699738,0.8819538453764652,0.0,-7471.847197437579
14,-0.9415752976045642,1.1065928786937234,-0.5302546150578129,1.2588483876962464,0.0,41326.112938088685
15,-0.8960995727807939,-1.5035069525636087,0.04542522622352369,0.6370038598403217,1.0,-450635.1082429482
16,-0.6154095182133115,1.3907673626648323,1.347398390998861,-1.1478738972742533,0.0,366728.70083671965
17,-0.7241827927556468,0.15723344507384998,-0.0037890691603928908,-0.21394536217527751,0.0,-40114.46093388334
18,-0.4037905560146772,1.1153771299268862,0.7370228793698339,-0.01944697379565757,1.0,64393.60926053334
19,-0.6988795686397058,-0.18123316080846277,1.7683421168305875,0.5844038595105546,1.0,-63511.817149803406
20,-0.8206261593561717,0.49822672659740863,-1.2888912871326612,0.6537816562474236,1.0,-149655.4065228349
21,-0.12581145029040972,0.08195578179509416,-0.7804605729937354,-0.7453385293432958,1.0,12034.393687471798
22,-0.5341667062069306,0.8108937245347833,-0.3550792069276623,0.0688556859242293,0.0,44082.54383387135
23,-0.46335515301533764,-1.4981243473797536,-0.25834942847935316,0.44323234015606866,1.0,-455297.9374708789
24,-0.8236305908849951,-1.5737152851288658,-0.2967086225404136,1.4393577739087215,1.0,-783635.8934513859
25,-0.6110868194168402,-0.9102712490144683,1.4659088807836298,0.6898601850635033,0.0,-34907.279174315045
26,-0.4528785877086779,-1.2213279701519102,0.778813586493295,0.7742057202124855,0.0,-244415.00282892457
27,-0.7575389056231946,1.3089410079706425,0.40212035112247485,0.070682326224336,0.0,288474.94887616986
28,-0.38895471672170107,-1.0093493771069613,-0.6575036449437875,1.39410437641419,1.0,-94035.00176116778
29,-0.6246685142614027,1.6786971030687334,1.168392397066082,0.39582972470042144,1.0,1235889.334898617
30,-0.5500809417044797,4.930162708283267e-18,1.6343281949200132,-0.8719455070205849,1.0,56155.7016957926
31,-0.62492633927318,-1.1411352724533539,1.1591918806545944,1.3870323572271637,0.0,-122869.9638716086
32,-0.03246876736429497,1.0173291858195948,-1.7500491355672743,0.6832728977662322,0.0,-31961.040275966858
33,-0.4829168590390759,0.5519771936911915,0.5032658249754285,-0.4549132893525297,0.0,21577.4591381267
34,-0.7350179790530338,-0.01825098583271863,-1.5741022792937227,-0.4912740287229354,1.0,-50666.429587777886
35,-0.2810739237997249,0.184840983573276,-0.8412423134076153,0.2829163884272612,0.0,6155.148938999344
36,-5.3607507130525615e-17,0.7668855642964411,-1.5443248723600587,0.44912244211007624,1.0,-23834.50373290633
37,-0.42923300919309404,-0.9765210753154424,0.38753298934959,0.1838733756809091,1.0,-129723.43193309037
38,-0.9527750553379981,1.7514131776978354,0.6814071847603838,0.2976138623768438,0.0,1424520.042111711
39,-0.8003179079832792,1.6748884295853261,-1.3492370730875636,1.6829020164948103,0.0,1155967.4347507665
40,-5.3607507130525615e-17,0.5221993472962589,-0.3931902568902215,1.0560085643363588,1.0,-33325.809200411604
41,-0.3013726821933918,-1.079233624264699,-0.13621903049987458,5.191576271189692e-18,1.0,-79560.31804922406
42,-5.3607507130525615e-17,0.6284298711600261,-0.44567182461589555,0.9260911573011216,1.0,43084.98120821764
43,-0.5075788568085259,-1.531630544752469,-1.3260330796262603,-1.0429666231522952,1.0,-480153.222478027
44,-0.5523527543275691,-1.679224731298933,-0.26857320195008544,0.38402262133933157,0.0,-1069838.9227213953
45,-0.8366130256106339,4.930162708283267e-18,0.9106590680459239,1.7919863657804942,1.0,-30710.056904486224
46,-0.653447915066266,4.930162708283267e-18,-1.5035667487029996,-0.2304596618608835,1.0,30029.592677765755
47,-0.5908687889476422,1.2964677642846216,-1.471010019352388,-0.8585240842677049,0.0,111576.02381027694
48,-0.2244406854314066,0.7951898185147114,-0.4963640069578878,-0.6634522656547887,0.0,19982.43785989684
49,-0.3966996213535892,0.8503874946147328,1.586997086583872,-1.099937552157645,0.0,43588.5707504688
50,-0.9053033212559597,-0.2765303150229934,0.6174559283513733,-0.7958042148427883,1.0,40828.87720065855
51,-0.4014157287697246,-0.5591658299952357,0.6532957516656159,-0.38255290464290687,1.0,-116664.1756807589
52,-0.572627431059509,-0.4699832638954255,-0.4709901093127064,-1.4151069698540286,1.0,-45810.8935528693
53,-0.6430853459016046,1.7205615242859564,0.3515605879919174,0.0026390971588223532,1.0,1324556.6300870206
54,-0.3319832500090043,-1.6456293073623256,-1.7196443293843737,0.887152211647494,1.0,-907558.151209682
55,-0.23074740486991868,1.2920590085183101,0.5021820957283797,-0.9185008392039447,0.0,217363.6271788584
56,-0.254822336253803,0.26765767796530016,1.4860553225251543,1.5026657975439452,1.0,89852.07574169114
57,-0.6822678263989161,-0.22991336587846034,0.41869005220996564,0.4966145251321393,1.0,-29706.180088571586
58,-0.5543104066429995,0.788399428552052,1.3455387271472665,1.0151451276428811,1.0,-23648.413354232543
59,-0.3996824145963928,-0.05920050687955772,0.8140965059698773,-0.6691840263329419,0.0,69005.85768702945
60,-0.24413557927033927,1.3147660337911218,-1.3276891930986288,0.8395158252285702,0.0,230522.96477614917
61,-0.595343746461551,1.4116748971876238,1.447601936841847,-1.1022328470935512,1.0,424502.521840487
62,-0.5244813111323235,-0.2899320065623062,-1.5197657670172329,0.8751516506545391,0.0,17338.686730754365
63,-0.7467571241793917,-0.8046730548635846,0.13968257250949176,0.1584820462382692,0.0,-75213.11006297925
64,-0.7684545444965173,0.3162386057470128,-1.251096807200268,0.5389709049665572,0.0,-79995.84601267334
65,-0.2834928000574815,1.4531029709776415,-1.714052442538534,-1.185691092382684,1.0,332769.8760747663
66,-0.15222564680049328,-1.0397301250399351,-0.2576179536837874,-0.9058452024280333,0.0,4139.103555423404
67,-0.49704343750634244,0.4250045853190495,-0.708374294272804,0.5828414783559481,1.0,71439.81619610029
